fips_code,date,policy_type,start_stop
25000,2020-03-16,Childcare(k-12),True
09000,2020-03-16,Gyms,True
40000,2020-03-16,AllowExpandMedicaidTelehealthCoverage,True
10000,2020-03-16,FoodAndDrink,True
44000,2020-03-16,Childcare(k-12),True
36000,2020-03-16,ReopenedAcaEnrollmentUsingASpecialEnrollmentPeriod,True
26000,2020-03-16,Entertainment,True
51000,2020-03-16,OrderFreezingUtilityShutOffs,True
49000,2020-03-16,Childcare(k-12),True
02000,2020-03-16,Childcare(k-12),True
26000,2020-03-16,Gyms,True
34000,2020-03-16,Gyms,True
21000,2020-03-16,FoodAndDrink,True
46000,2020-03-16,Childcare(k-12),True
24000,2020-03-16,Entertainment,True
25000,2020-03-16,AllowAudioOnlyTelehealth,True
45000,2020-03-16,Childcare(k-12),True
53000,2020-03-16,FoodAndDrink,True
18000,2020-03-16,SuspendedElectiveMedicalDentalProcedures,True
10000,2020-03-16,Childcare(k-12),True
36000,2020-03-16,FoodAndDrink,True
33000,2020-03-16,FoodAndDrink,True
24000,2020-03-16,Childcare(k-12),True
30000,2020-03-16,Childcare(k-12),True
38000,2020-03-16,Childcare(k-12),True
51000,2020-03-16,Childcare(k-12),True
21000,2020-03-16,OrderFreezingUtilityShutOffs,True
15000,2020-03-16,Childcare(k-12),True
44000,2020-03-16,DayCare,True
01000,2020-03-16,AllowExpandMedicaidTelehealthCoverage,True
42000,2020-03-17,NursingHomes,True
31000,2020-03-17,AllowExpandMedicaidTelehealthCoverage,True
25000,2020-03-17,FoodAndDrink,True
06081,2020-03-17,ShelterInPlace,True
11000,2020-03-17,StopEnforcementOfEvictionsOverallOrDueToCovidRelatedIssues,True
33000,2020-03-17,StopInitiationOfEvictionsOverallOrDueToCovidRelatedIssues,True
08000,2020-03-17,Entertainment,True
19000,2020-03-17,FoodAndDrink,True
48000,2020-03-17,AllowExpandMedicaidTelehealthCoverage,True
17000,2020-03-17,Childcare(k-12),True
45000,2020-03-17,StopInitiationOfEvictionsOverallOrDueToCovidRelatedIssues,True
32000,2020-03-17,AllowExpandMedicaidTelehealthCoverage,True
19000,2020-03-17,Entertainment,True
22000,2020-03-17,Entertainment,True
05000,2020-03-17,Childcare(k-12),True
22000,2020-03-17,FoodAndDrink,True
06000,2020-03-17,OrderFreezingUtilityShutOffs,True
55000,2020-03-17,FoodAndDrink,True
11000,2020-03-17,Gyms,True
53000,2020-03-17,Childcare(k-12),True
06013,2020-03-17,ShelterInPlace,True
06085,2020-03-17,ShelterInPlace,True
27000,2020-03-17,FoodAndDrink,True
19000,2020-03-17,Gyms,True
37000,2020-03-17,FoodAndDrink,True
33000,2020-03-17,StopEnforcementOfEvictionsOverallOrDueToCovidRelatedIssues,True
39000,2020-03-17,Childcare(k-12),True
33000,2020-03-17,AllowExpandMedicaidTelehealthCoverage,True
20000,2020-03-17,StopInitiationOfEvictionsOverallOrDueToCovidRelatedIssues,True
42000,2020-03-17,FoodAndDrink,True
50000,2020-03-17,FoodAndDrink,True
39000,2020-03-17,Gyms,True
22000,2020-03-17,Gyms,True
44000,2020-03-17,FoodAndDrink,True
27000,2020-03-17,Gyms,True
12000,2020-03-17,Childcare(k-12),True
15000,2020-03-17,FoodAndDrink,True
06087,2020-03-17,ShelterInPlace,True
42000,2020-03-17,DayCare,True
32000,2020-03-17,AllowAudioOnlyTelehealth,True
55000,2020-03-17,AllowAudioOnlyTelehealth,True
22000,2020-03-17,StopInitiationOfEvictionsOverallOrDueToCovidRelatedIssues,True
27000,2020-03-17,Entertainment,True
08000,2020-03-17,Gyms,True
41000,2020-03-17,FoodAndDrink,True
32000,2020-03-17,ReopenedAcaEnrollmentUsingASpecialEnrollmentPeriod,True
15000,2020-03-17,StopEnforcementOfEvictionsOverallOrDueToCovidRelatedIssues,True
16000,2020-03-17,AllowExpandMedicaidTelehealthCoverage,True
06111,2020-03-17,ShelterInPlace,True
06041,2020-03-17,ShelterInPlace,True
09000,2020-03-17,Childcare(k-12),True
54000,2020-03-17,AllowExpandMedicaidTelehealthCoverage,True
15000,2020-03-17,NursingHomes,True
02000,2020-03-17,AllowAudioOnlyTelehealth,True
33000,2020-03-17,OrderFreezingUtilityShutOffs,True
39000,2020-03-17,Entertainment,True
11000,2020-03-17,Entertainment,True
40000,2020-03-17,Childcare(k-12),True
48000,2020-03-17,AllowAudioOnlyTelehealth,True
15000,2020-03-17,Entertainment,True
08000,2020-03-17,FoodAndDrink,True
34000,2020-03-18,Childcare(k-12),True
02000,2020-03-18,FoodAndDrink,True
12000,2020-03-18,AllowExpandMedicaidTelehealthCoverage,True
09000,2020-03-18,AllowExpandMedicaidTelehealthCoverage,True
20000,2020-03-18,Childcare(k-12),True
02000,2020-03-18,Gyms,True
21000,2020-03-18,SuspendedElectiveMedicalDentalProcedures,True
06045,2020-03-18,ShelterInPlace,True
21000,2020-03-18,AllowExpandMedicaidTelehealthCoverage,True
36000,2020-03-18,Childcare(k-12),True
23000,2020-03-18,FoodAndDrink,True
50000,2020-03-18,OrderFreezingUtilityShutOffs,True
54000,2020-03-18,FoodAndDrink,True
44000,2020-03-18,AllowAudioOnlyTelehealth,True
44000,2020-03-18,AllowExpandMedicaidTelehealthCoverage,True
22000,2020-03-18,SuspendedElectiveMedicalDentalProcedures,True
34000,2020-03-18,DayCare,True
55000,2020-03-18,Childcare(k-12),True
31025,2020-03-18,ShelterInPlace,True
41000,2020-03-18,SuspendedElectiveMedicalDentalProcedures,True
21000,2020-03-18,Gyms,True
21000,2020-03-18,AllowAudioOnlyTelehealth,True
33000,2020-03-18,AllowAudioOnlyTelehealth,True
06069,2020-03-18,ShelterInPlace,True
06053,2020-03-18,ShelterInPlace,True
31055,2020-03-18,ShelterInPlace,True
06000,2020-03-18,AllowExpandMedicaidTelehealthCoverage,True
45000,2020-03-18,FoodAndDrink,True
06095,2020-03-18,ShelterInPlace,True
25000,2020-03-18,SuspendedElectiveMedicalDentalProcedures,True
53000,2020-03-18,StopEnforcementOfEvictionsOverallOrDueToCovidRelatedIssues,True
13000,2020-03-18,AllowExpandMedicaidTelehealthCoverage,True
50000,2020-03-18,DayCare,True
02000,2020-03-18,Entertainment,True
53000,2020-03-18,StopInitiationOfEvictionsOverallOrDueToCovidRelatedIssues,True
06101,2020-03-18,ShelterInPlace,True
42000,2020-03-18,StopEnforcementOfEvictionsOverallOrDueToCovidRelatedIssues,True
13000,2020-03-18,Childcare(k-12),True
17000,2020-03-18,OrderFreezingUtilityShutOffs,True
13000,2020-03-18,AllowAudioOnlyTelehealth,True
31153,2020-03-18,ShelterInPlace,True
10000,2020-03-18,AllowExpandMedicaidTelehealthCoverage,True
06115,2020-03-18,ShelterInPlace,True
50000,2020-03-18,Childcare(k-12),True
21000,2020-03-18,Entertainment,True
27000,2020-03-18,Childcare(k-12),True
39000,2020-03-18,SuspendedElectiveMedicalDentalProcedures,True
06097,2020-03-18,ShelterInPlace,True
06000,2020-03-19,FoodAndDrink,True
10000,2020-03-19,Entertainment,True
30000,2020-03-19,AllowExpandMedicaidTelehealthCoverage,True
35000,2020-03-19,Entertainment,True
48000,2020-03-19,StopInitiationOfEvictionsOverallOrDueToCovidRelatedIssues,True
51000,2020-03-19,AllowExpandMedicaidTelehealthCoverage,True
56000,2020-03-19,FoodAndDrink,True
16013,2020-03-19,ShelterInPlace,True
51000,2020-03-19,AllowAudioOnlyTelehealth,True
28000,2020-03-19,SuspendedElectiveMedicalDentalProcedures,True
17000,2020-03-19,AllowExpandMedicaidTelehealthCoverage,True
42000,2020-03-19,Gyms,True
06033,2020-03-19,ShelterInPlace,True
56000,2020-03-19,Entertainment,True
37000,2020-03-19,OrderFreezingUtilityShutOffs,True
49000,2020-03-19,FoodAndDrink,True
56000,2020-03-19,Non-essentialBusinesses,True
39000,2020-03-19,AllowAudioOnlyTelehealth,True
06000,2020-03-19,Entertainment,True
06000,2020-03-19,Non-essentialBusinesses,True
18000,2020-03-19,OrderFreezingUtilityShutOffs,True
09000,2020-03-19,AllowAudioOnlyTelehealth,True
08113,2020-03-19,ShelterInPlace,True
17000,2020-03-19,AllowAudioOnlyTelehealth,True
44000,2020-03-19,StopInitiationOfEvictionsOverallOrDueToCovidRelatedIssues,True
11000,2020-03-19,AllowAudioOnlyTelehealth,True
53000,2020-03-19,ModifyMedicaidRequirementsWith1135WaiversDateOfCmsApproval,True
06000,2020-03-19,ShelterInPlace,True
34000,2020-03-19,StopEnforcementOfEvictionsOverallOrDueToCovidRelatedIssues,True
35000,2020-03-19,OrderFreezingUtilityShutOffs,True
42000,2020-03-19,Non-essentialBusinesses,True
56000,2020-03-19,DayCare,True
47000,2020-03-19,AllowAudioOnlyTelehealth,True
42000,2020-03-19,Entertainment,True
53000,2020-03-19,SuspendedElectiveMedicalDentalProcedures,True
01000,2020-03-19,NursingHomes,True
48000,2020-03-19,StopEnforcementOfEvictionsOverallOrDueToCovidRelatedIssues,True
09000,2020-03-19,ReopenedAcaEnrollmentUsingASpecialEnrollmentPeriod,True
02000,2020-03-19,SuspendedElectiveMedicalDentalProcedures,True
56000,2020-03-19,Childcare(k-12),True
06079,2020-03-19,ShelterInPlace,True
35000,2020-03-19,Gyms,True
19000,2020-03-19,StopInitiationOfEvictionsOverallOrDueToCovidRelatedIssues,True
06000,2020-03-19,SuspendedElectiveMedicalDentalProcedures,True
01000,2020-03-19,Childcare(k-12),True
35000,2020-03-19,FoodAndDrink,True
06000,2020-03-19,Gyms,True
56000,2020-03-19,Gyms,True
06067,2020-03-19,ShelterInPlace,True
01000,2020-03-19,FoodAndDrink,True
06113,2020-03-19,ShelterInPlace,True
45000,2020-03-19,AllowAudioOnlyTelehealth,True
18000,2020-03-19,StopInitiationOfEvictionsOverallOrDueToCovidRelatedIssues,True
05000,2020-03-19,FoodAndDrink,True
54000,2020-03-19,Gyms,True
10000,2020-03-19,Gyms,True
01000,2020-03-19,SuspendedElectiveMedicalDentalProcedures,True
08000,2020-03-20,ReopenedAcaEnrollmentUsingASpecialEnrollmentPeriod,True
36000,2020-03-20,SuspendedElectiveMedicalDentalProcedures,True
06027,2020-03-20,ShelterInPlace,True
12000,2020-03-20,FoodAndDrink,True
38000,2020-03-20,Non-essentialBusinesses,True
50000,2020-03-20,ReopenedAcaEnrollmentUsingASpecialEnrollmentPeriod,True
23000,2020-03-20,AllowExpandMedicaidTelehealthCoverage,True
36000,2020-03-20,StopInitiationOfEvictionsOverallOrDueToCovidRelatedIssues,True
06055,2020-03-20,ShelterInPlace,True
06047,2020-03-20,ShelterInPlace,True
49000,2020-03-20,AllowExpandMedicaidTelehealthCoverage,True
50000,2020-03-20,AllowAudioOnlyTelehealth,True
38000,2020-03-20,AllowAudioOnlyTelehealth,True
12000,2020-03-20,SuspendedElectiveMedicalDentalProcedures,True
08000,2020-03-20,OrderFreezingUtilityShutOffs,True
18000,2020-03-20,Childcare(k-12),True
36000,2020-03-20,StopEnforcementOfEvictionsOverallOrDueToCovidRelatedIssues,True
47000,2020-03-20,Childcare(k-12),True
02000,2020-03-20,AllowExpandMedicaidTelehealthCoverage,True
35000,2020-03-20,AllowAudioOnlyTelehealth,True
30000,2020-03-20,AllowAudioOnlyTelehealth,True
23000,2020-03-20,AllowAudioOnlyTelehealth,True
12000,2020-03-20,Non-essentialBusinesses,True
38000,2020-03-20,Gyms,True
06000,2020-03-20,ReopenedAcaEnrollmentUsingASpecialEnrollmentPeriod,True
27000,2020-03-20,ReopenedAcaEnrollmentUsingASpecialEnrollmentPeriod,True
30000,2020-03-20,Gyms,True
42000,2020-03-20,SuspendedElectiveMedicalDentalProcedures,True
66000,2020-03-20,ShelterInPlace,True
35000,2020-03-20,AllowExpandMedicaidTelehealthCoverage,True
12000,2020-03-20,Gyms,True
04000,2020-03-20,Gyms,True
09000,2020-03-20,StopEnforcementOfEvictionsOverallOrDueToCovidRelatedIssues,True
06023,2020-03-20,ShelterInPlace,True
08000,2020-03-20,AllowExpandMedicaidTelehealthCoverage,True
06061,2020-03-20,ShelterInPlace,True
28000,2020-03-20,Childcare(k-12),True
06005,2020-03-20,ShelterInPlace,True
30000,2020-03-20,OrderFreezingUtilityShutOffs,True
38000,2020-03-20,Entertainment,True
50000,2020-03-20,SuspendedElectiveMedicalDentalProcedures,True
12000,2020-03-20,Entertainment,True
38000,2020-03-20,FoodAndDrink,True
05000,2020-03-20,Gyms,True
26000,2020-03-20,StopEnforcementOfEvictionsOverallOrDueToCovidRelatedIssues,True
04000,2020-03-20,Entertainment,True
42000,2020-03-20,AllowExpandMedicaidTelehealthCoverage,True
04000,2020-03-20,FoodAndDrink,True
30000,2020-03-20,Entertainment,True
06017,2020-03-20,ShelterInPlace,True
05000,2020-03-20,Entertainment,True
38000,2020-03-20,AllowExpandMedicaidTelehealthCoverage,True
01000,2020-03-20,DayCare,True
30000,2020-03-20,FoodAndDrink,True
34000,2020-03-20,AllowExpandMedicaidTelehealthCoverage,True
32000,2020-03-21,Gyms,True
17031,2020-03-21,FoodAndDrink,True
48000,2020-03-21,NursingHomes,True
06077,2020-03-21,ShelterInPlace,True
36000,2020-03-21,FrozeMortgagePayments,True
17000,2020-03-21,ShelterInPlace,True
06037,2020-03-21,ShelterInPlace,True
17031,2020-03-21,Phase1,True
32000,2020-03-21,Non-essentialBusinesses,True
48000,2020-03-21,FoodAndDrink,True
17000,2020-03-21,Entertainment,True
17031,2020-03-21,OutdoorAndRecreation,True
34000,2020-03-21,ShelterInPlace,True
17031,2020-03-21,Entertainment,True
32000,2020-03-21,Entertainment,True
17000,2020-03-21,Non-essentialBusinesses,True
04000,2020-03-21,SuspendedElectiveMedicalDentalProcedures,True
17000,2020-03-21,Gyms,True
34000,2020-03-21,Non-essentialBusinesses,True
48000,2020-03-21,Gyms,True
17000,2020-03-21,StopEnforcementOfEvictionsOverallOrDueToCovidRelatedIssues,True
17031,2020-03-21,Childcare(k-12),True
26000,2020-03-21,SuspendedElectiveMedicalDentalProcedures,True
32000,2020-03-21,FoodAndDrink,True
02020,2020-03-22,ShelterInPlace,True
36000,2020-03-22,Non-essentialBusinesses,True
53077,2020-03-22,ShelterInPlace,True
36000,2020-03-22,ShelterInPlace,True
41000,2020-03-22,StopEnforcementOfEvictionsOverallOrDueToCovidRelatedIssues,True
01000,2020-03-22,AllowAudioOnlyTelehealth,True
34000,2020-03-22,AllowAudioOnlyTelehealth,True
48000,2020-03-22,SuspendedElectiveMedicalDentalProcedures,True
13095,2020-03-22,ShelterInPlace,True
42029,2020-03-23,ShelterInPlace,True
46000,2020-03-23,SuspendedElectiveMedicalDentalProcedures,True
39000,2020-03-23,ShelterInPlace,True
22000,2020-03-23,Non-essentialBusinesses,True
27000,2020-03-23,SuspendedElectiveMedicalDentalProcedures,True
24000,2020-03-23,Non-essentialBusinesses,True
22000,2020-03-23,AllowAudioOnlyTelehealth,True
17000,2020-03-23,DayCare,True
47037,2020-03-23,ShelterInPlace,True
48429,2020-03-23,ShelterInPlace,True
46000,2020-03-23,AllowExpandMedicaidTelehealthCoverage,True
48309,2020-03-23,ShelterInPlace,True
37000,2020-03-23,NursingHomes,True
34000,2020-03-23,ModifyMedicaidRequirementsWith1135WaiversDateOfCmsApproval,True
42045,2020-03-23,ShelterInPlace,True
50000,2020-03-23,Gyms,True
29510,2020-03-23,ShelterInPlace,True
48027,2020-03-23,ShelterInPlace,True
51000,2020-03-23,ModifyMedicaidRequirementsWith1135WaiversDateOfCmsApproval,True
06000,2020-03-23,ModifyMedicaidRequirementsWith1135WaiversDateOfCmsApproval,True
08000,2020-03-23,Childcare(k-12),True
17000,2020-03-23,ModifyMedicaidRequirementsWith1135WaiversDateOfCmsApproval,True
29000,2020-03-23,Childcare(k-12),True
08000,2020-03-23,SuspendedElectiveMedicalDentalProcedures,True
42089,2020-03-23,ShelterInPlace,True
09000,2020-03-23,ShelterInPlace,True
09000,2020-03-23,Non-essentialBusinesses,True
48000,2020-03-23,Childcare(k-12),True
31000,2020-03-23,AllowAudioOnlyTelehealth,True
37000,2020-03-23,ModifyMedicaidRequirementsWith1135WaiversDateOfCmsApproval,True
33000,2020-03-23,ModifyMedicaidRequirementsWith1135WaiversDateOfCmsApproval,True
42091,2020-03-23,ShelterInPlace,True
35000,2020-03-23,ModifyMedicaidRequirementsWith1135WaiversDateOfCmsApproval,True
22000,2020-03-23,ShelterInPlace,True
42017,2020-03-23,ShelterInPlace,True
21000,2020-03-23,DayCare,True
47000,2020-03-23,Entertainment,True
29000,2020-03-23,AllowExpandMedicaidTelehealthCoverage,True
29189,2020-03-23,ShelterInPlace,True
08097,2020-03-23,ShelterInPlace,True
44000,2020-03-23,Entertainment,True
15003,2020-03-23,ShelterInPlace,True
04000,2020-03-23,ModifyMedicaidRequirementsWith1135WaiversDateOfCmsApproval,True
48113,2020-03-23,ShelterInPlace,True
01000,2020-03-23,ModifyMedicaidRequirementsWith1135WaiversDateOfCmsApproval,True
47000,2020-03-23,Gyms,True
22000,2020-03-23,ModifyMedicaidRequirementsWith1135WaiversDateOfCmsApproval,True
29000,2020-03-23,FoodAndDrink,True
47000,2020-03-23,NursingHomes,True
42003,2020-03-23,ShelterInPlace,True
48465,2020-03-23,ShelterInPlace,True
41000,2020-03-23,ShelterInPlace,True
53000,2020-03-23,ShelterInPlace,True
37000,2020-03-23,AllowExpandMedicaidTelehealthCoverage,True
28000,2020-03-23,ModifyMedicaidRequirementsWith1135WaiversDateOfCmsApproval,True
25000,2020-03-23,DayCare,True
11001,2020-03-23,ShelterInPlace,True
47000,2020-03-23,FoodAndDrink,True
44000,2020-03-23,Gyms,True
10000,2020-03-24,OrderFreezingUtilityShutOffs,True
20103,2020-03-24,ShelterInPlace,True
48071,2020-03-24,ShelterInPlace,True
48201,2020-03-24,ShelterInPlace,True
20000,2020-03-24,ModifyMedicaidRequirementsWith1135WaiversDateOfCmsApproval,True
54000,2020-03-24,Non-essentialBusinesses,True
48291,2020-03-24,ShelterInPlace,True
48231,2020-03-24,ShelterInPlace,True
47000,2020-03-24,SuspendedElectiveMedicalDentalProcedures,True
48397,2020-03-24,ShelterInPlace,True
25000,2020-03-24,Entertainment,True
41000,2020-03-24,Entertainment,True
54000,2020-03-24,Entertainment,True
28000,2020-03-24,NursingHomes,True
12001,2020-03-24,ShelterInPlace,True
13227,2020-03-24,ShelterInPlace,True
10000,2020-03-24,Non-essentialBusinesses,True
35000,2020-03-24,ShelterInPlace,True
47093,2020-03-24,ShelterInPlace,True
10000,2020-03-24,ShelterInPlace,True
48085,2020-03-24,ShelterInPlace,True
20209,2020-03-24,ShelterInPlace,True
27000,2020-03-24,StopEnforcementOfEvictionsOverallOrDueToCovidRelatedIssues,True
29183,2020-03-24,ShelterInPlace,True
25000,2020-03-24,ShelterInPlace,True
04000,2020-03-24,StopEnforcementOfEvictionsOverallOrDueToCovidRelatedIssues,True
25000,2020-03-24,Gyms,True
48141,2020-03-24,ShelterInPlace,True
16000,2020-03-24,Childcare(k-12),True
28000,2020-03-24,Gyms,True
10000,2020-03-24,StopInitiationOfEvictionsOverallOrDueToCovidRelatedIssues,True
20045,2020-03-24,ShelterInPlace,True
37043,2020-03-24,ShelterInPlace,True
48041,2020-03-24,ShelterInPlace,True
48167,2020-03-24,ShelterInPlace,True
26000,2020-03-24,ShelterInPlace,True
47157,2020-03-24,ShelterInPlace,True
40000,2020-03-24,ModifyMedicaidRequirementsWith1135WaiversDateOfCmsApproval,True
29037,2020-03-24,ShelterInPlace,True
20091,2020-03-24,ShelterInPlace,True
26000,2020-03-24,Non-essentialBusinesses,True
08031,2020-03-24,ShelterInPlace,True
46000,2020-03-24,ModifyMedicaidRequirementsWith1135WaiversDateOfCmsApproval,True
35000,2020-03-24,StopEnforcementOfEvictionsOverallOrDueToCovidRelatedIssues,True
28000,2020-03-24,FoodAndDrink,True
48439,2020-03-24,ShelterInPlace,True
48069,2020-03-24,ShelterInPlace,True
29165,2020-03-24,ShelterInPlace,True
25000,2020-03-24,Non-essentialBusinesses,True
40000,2020-03-24,SuspendedElectiveMedicalDentalProcedures,True
13185,2020-03-24,ShelterInPlace,True
54000,2020-03-24,ShelterInPlace,True
29099,2020-03-24,ShelterInPlace,True
40000,2020-03-24,ShelterInPlace,True
27000,2020-03-24,StopInitiationOfEvictionsOverallOrDueToCovidRelatedIssues,True
10000,2020-03-24,StopEnforcementOfEvictionsOverallOrDueToCovidRelatedIssues,True
18000,2020-03-24,ShelterInPlace,True
39000,2020-03-24,Non-essentialBusinesses,True
26000,2020-03-24,DayCare,True
13045,2020-03-24,ShelterInPlace,True
35000,2020-03-24,Non-essentialBusinesses,True
48453,2020-03-24,ShelterInPlace,True
29095,2020-03-24,ShelterInPlace,True
28000,2020-03-24,Entertainment,True
29047,2020-03-24,ShelterInPlace,True
41000,2020-03-24,Gyms,True
48491,2020-03-24,ShelterInPlace,True
18000,2020-03-24,Gyms,True
24000,2020-03-24,SuspendedElectiveMedicalDentalProcedures,True
38000,2020-03-24,ModifyMedicaidRequirementsWith1135WaiversDateOfCmsApproval,True
02100,2020-03-25,ShelterInPlace,True
48349,2020-03-25,ShelterInPlace,True
31053,2020-03-25,ShelterInPlace,True
15000,2020-03-25,ShelterInPlace,True
